,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
ENSMUSG00000132157,0.870451104,1.083204634,0.01,0.011,1
Gm45027,0.870710036,0.530914386,0.015,0.019,1
Tmco3,0.870726934,-0.223305783,0.072,0.08,1
Gm17108,0.870754935,0.471128781,0.007,0.011,1
Tm4sf19,0.870839751,0.504848192,0.007,0.011,1
Alkbh4,0.870863845,0.541359756,0.007,0.011,1
ENSMUSG00000128726,0.870890978,0.547247298,0.007,0.011,1
Gm15848,0.87092383,0.746942852,0.022,0.025,1
Ercc3,0.870981679,0.271485077,0.077,0.069,1
ENSMUSG00000128600,0.871068497,0.719328914,0.007,0.011,1
Gm56582,0.871073683,-0.18878898,0.037,0.03,1
ENSMUSG00000126856,0.871094085,0.497704121,0.06,0.058,1
ENSMUSG00000129475,0.871098306,0.58158857,0.007,0.011,1
4933412O06Rik,0.871162461,-0.306670146,0.025,0.019,1
Zfp2,0.871187939,0.50996846,0.007,0.011,1
ENSMUSG00000139823,0.871207849,0.506865478,0.007,0.011,1
Gas1,0.871336285,0.573421639,0.007,0.011,1
ENSMUSG00000128549,0.871405693,0.330107513,0.007,0.011,1
ENSMUSG00000140244,0.871413375,0.522640165,0.007,0.011,1
Kifc5b,0.871463367,0.125767183,0.012,0.017,1
Gm11837,0.871547624,0.50156863,0.007,0.011,1
Pold4,0.871547911,-0.36482605,0.082,0.072,1
ENSMUSG00000125688,0.87156414,0.67638063,0.007,0.011,1
ENSMUSG00000129868,0.871576682,0.615076088,0.012,0.011,1
Gm29264,0.871579639,0.480159666,0.007,0.011,1
ENSMUSG00000136163,0.871579774,0.492345773,0.007,0.011,1
Gm30849,0.871602254,0.575085335,0.007,0.011,1
Gm36180,0.871605355,0.495134354,0.007,0.011,1
Gm49216,0.871644809,0.565624884,0.015,0.017,1
ENSMUSG00000124379,0.871806727,0.416749345,0.01,0.014,1
Gm37027,0.872223016,-0.637356207,0.022,0.019,1
Gmps,0.872250748,0.184905064,0.05,0.058,1
Gm14862,0.872261977,-0.894694458,0.012,0.011,1
Uggt2,0.872582943,0.206238858,0.01,0.014,1
Pcdh17,0.87260468,-0.418147103,0.04,0.033,1
AW209491,0.872764733,0.174430937,0.035,0.03,1
Atp1b2,0.872852927,0.337541138,0.01,0.008,1
Cdc20b,0.872945589,0.124129016,0.025,0.019,1
Lacc1,0.873032157,0.645952334,0.015,0.019,1
Gm20319,0.873082538,0.883493796,0.01,0.011,1
Klhl17,0.87316197,0.222832008,0.012,0.017,1
Carmil2,0.873164289,-0.931804417,0.015,0.011,1
A930001C03Rik,0.873198222,0.647881214,0.015,0.014,1
Lyl1,0.873300797,0.772652848,0.01,0.008,1
Sirt4,0.873374566,-0.176572117,0.037,0.03,1
ENSMUSG00000131056,0.873525629,-0.396332317,0.025,0.019,1
Glud1,0.873604136,0.114330029,0.315,0.316,1
B130046B21Rik,0.873734255,0.237244521,0.017,0.014,1
Lama3,0.873975662,0.427020795,0.045,0.053,1
Gm19497,0.874131443,-0.565789971,0.015,0.011,1
Slc22a14,0.874154155,0.432304108,0.03,0.03,1
Gdf10,0.874208226,1.104901198,0.01,0.011,1
ENSMUSG00000125017,0.874291127,0.837527472,0.015,0.014,1
Arfip2,0.874416308,-0.129438715,0.082,0.072,1
ENSMUSG00000131529,0.874537525,-0.411707681,0.025,0.019,1
Col4a5,0.874611083,-0.843198223,0.06,0.055,1
ENSMUSG00000137890,0.874818559,0.458459848,0.02,0.025,1
ENSMUSG00000128218,0.875088086,0.527696019,0.02,0.019,1
Nrgn,0.875156568,0.623897416,0.012,0.017,1
Dcaf17,0.875162335,-0.699833577,0.035,0.03,1
Snhg10,0.875215363,-0.307107081,0.037,0.03,1
Gm38287,0.875404238,0.486185146,0.012,0.017,1
Cstf2,0.875477385,-0.403163943,0.025,0.019,1
ENSMUSG00000134072,0.875477588,0.215750786,0.02,0.017,1
Fbxw17,0.875693629,-0.585910368,0.027,0.025,1
1810019N24Rik,0.87597753,0.224864348,0.02,0.017,1
Lrrc40,0.876079139,-0.278698988,0.025,0.019,1
ENSMUSG00000140263,0.876098735,-0.512206035,0.02,0.017,1
Gm40123,0.876099418,-1.02727968,0.01,0.008,1
Or52b2,0.876145592,0.256186256,0.01,0.014,1
ENSMUSG00000144175,0.876194011,0.128705067,0.015,0.011,1
Pdzd7,0.876212956,-1.052258957,0.012,0.011,1
ENSMUSG00000126609,0.876398381,-1.143503117,0.017,0.014,1
Gm14634,0.876432801,0.814617392,0.01,0.014,1
Mbnl3,0.876478525,0.250747448,0.042,0.047,1
Dcbld2,0.876484899,0.238412243,0.089,0.086,1
Peg10,0.876519861,-0.344730844,0.035,0.033,1
ENSMUSG00000133511,0.876559067,0.27220228,0.01,0.014,1
Gm15492,0.876598323,0.160686078,0.042,0.05,1
Vipas39,0.876612501,0.412126279,0.04,0.044,1
Gm11525,0.876722454,-0.189963676,0.027,0.03,1
Armc1,0.876948562,-0.193498157,0.06,0.055,1
ENSMUSG00000128941,0.877162501,-0.312443676,0.069,0.061,1
BC030500,0.877190863,0.714562257,0.02,0.019,1
Abitram,0.877212675,-0.308910597,0.025,0.022,1
Gm11592,0.877228488,-0.304638801,0.032,0.033,1
ENSMUSG00000136850,0.877398217,0.553392141,0.015,0.019,1
Zfp11,0.877529521,0.555453132,0.02,0.025,1
Rtel1,0.87761595,0.102991594,0.012,0.017,1
Gm34106,0.87761935,0.256898057,0.01,0.014,1
Gpatch2l,0.877677325,0.315012216,0.065,0.069,1
ENSMUSG00000143530,0.877715434,-0.267699748,0.025,0.019,1
ENSMUSG00000125098,0.877760336,0.178860965,0.02,0.025,1
Gm42744,0.877780638,0.149839993,0.017,0.014,1
Gdpgp1,0.877857547,0.598742499,0.025,0.03,1
Cavin3,0.877875832,0.246801797,0.079,0.089,1
Grwd1,0.877895688,0.175737872,0.035,0.036,1
Fam234b,0.878006958,-0.226990778,0.025,0.019,1
Slco2b1,0.878034151,0.180420165,0.012,0.017,1
Ftx,0.878106773,-0.203471049,0.027,0.022,1
Ggcx,0.878126395,0.412530012,0.062,0.064,1
Gm47077,0.878148367,-0.520799273,0.017,0.019,1
Zmynd19,0.878189969,-0.496730729,0.037,0.036,1
Slc37a2,0.878231389,-0.738407179,0.022,0.019,1
Neurl3,0.878298285,-0.141780817,0.017,0.022,1
Gm57034,0.878384086,0.459714358,0.027,0.033,1
Gm43809,0.878484829,-0.117633794,0.025,0.019,1
ENSMUSG00000140375,0.878589452,0.406579123,0.035,0.042,1
Cct6b,0.878619753,-0.404195483,0.025,0.019,1
Gm48657,0.878717253,-0.686292826,0.015,0.014,1
Herc6,0.878723432,0.517900326,0.01,0.008,1
Nrcam,0.878851667,0.149134736,0.03,0.036,1
Gm21917,0.878851899,0.143548215,0.069,0.072,1
ENSMUSG00000137642,0.87885214,1.236369544,0.03,0.036,1
Gtpbp3,0.878895634,-0.686358933,0.017,0.017,1
Ppm1k,0.878976552,0.345071321,0.04,0.044,1
A430073I11Rik,0.879218521,-0.439898801,0.017,0.014,1
ENSMUSG00000122577,0.879495911,0.453553818,0.03,0.033,1
Mrps10,0.879587371,-0.160514014,0.087,0.078,1
Gm29283,0.879737538,0.275868514,0.01,0.014,1
ENSMUSG00000128436,0.879789074,-1.12233678,0.01,0.008,1
Eif4e3,0.879802614,-0.369936719,0.065,0.061,1
4933407K13Rik,0.879886761,0.42009446,0.025,0.03,1
ENSMUSG00000130742,0.879940801,-0.53929122,0.017,0.017,1
Gm32389,0.879984272,0.297320978,0.01,0.014,1
Nkrf,0.88019062,0.292464323,0.01,0.014,1
Tspan11,0.880226056,-0.671639053,0.017,0.014,1
A830008E24Rik,0.880475288,0.627139778,0.01,0.014,1
Gm30835,0.880533389,-0.402494084,0.012,0.014,1
Hsd17b7,0.880692483,0.333520207,0.03,0.036,1
ENSMUSG00000134604,0.88070207,0.701944375,0.01,0.014,1
Fan1,0.880705665,-0.605334789,0.015,0.011,1
Ppan,0.8807495,0.148223977,0.074,0.066,1
Rrm2,0.880765382,0.719802678,0.012,0.014,1
Lst1,0.880837113,0.130354651,0.012,0.017,1
ENSMUSG00000128344,0.880874936,0.58462393,0.01,0.014,1
Gm57038,0.880893307,0.663764986,0.01,0.008,1
Slc38a8,0.880911542,0.578361569,0.01,0.008,1
Glis1,0.880925018,-0.663546477,0.02,0.017,1
Tapbpl,0.880929731,0.361848085,0.027,0.033,1
Gm20537,0.880963268,0.187392458,0.027,0.025,1
Tmem95,0.880975342,0.797550212,0.022,0.025,1
Scfd2,0.880976094,0.171902903,0.074,0.075,1
Gm57103,0.880981822,0.36651694,0.01,0.014,1
Hddc3,0.881014306,-0.214614595,0.042,0.036,1
Fbxl15,0.881146138,0.166445348,0.057,0.05,1
Fgf9,0.881153218,0.502913303,0.01,0.014,1
ENSMUSG00000135660,0.881247553,-0.253145198,0.067,0.058,1
ENSMUSG00000140152,0.881281314,0.501244244,0.01,0.014,1
Gm14102,0.881328514,0.312483474,0.01,0.014,1
Zfp959,0.88133922,0.441616326,0.015,0.014,1
Lnx2,0.881353158,0.418314371,0.03,0.033,1
Gm43112,0.88142333,0.40908087,0.01,0.014,1
ENSMUSG00000127322,0.881587172,0.62631233,0.025,0.028,1
Vrk1,0.881604818,0.267364164,0.04,0.047,1
Zkscan8,0.881626718,0.318740176,0.01,0.014,1
Ccdc115,0.881638712,0.39427771,0.037,0.036,1
ENSMUSG00000136306,0.881679459,0.453525232,0.015,0.019,1
ENSMUSG00000141959,0.881825731,0.469930384,0.01,0.014,1
ENSMUSG00000143226,0.881853499,0.235826912,0.035,0.042,1
Alg2,0.881869456,0.599290389,0.012,0.017,1
Gm7324,0.882003605,0.448938471,0.032,0.039,1
ENSMUSG00000137230,0.882059407,0.470575561,0.01,0.014,1
Snhg14,0.882081199,-0.710892519,0.015,0.011,1
ENSMUSG00000126122,0.882098569,0.257212358,0.02,0.017,1
Acox3,0.882100602,-0.14780828,0.069,0.061,1
Plpp5,0.882119358,0.161113143,0.067,0.064,1
ENSMUSG00000124209,0.882187474,0.487931256,0.017,0.017,1
ENSMUSG00000139694,0.882205882,0.461114106,0.017,0.022,1
ENSMUSG00000127525,0.882206807,0.475495329,0.01,0.014,1
Bub1b,0.882219736,0.253557458,0.01,0.014,1
ENSMUSG00000134718,0.882229738,0.183458817,0.017,0.022,1
Cdin1,0.882285763,0.47772971,0.012,0.011,1
ENSMUSG00000133180,0.882346852,0.57052876,0.01,0.014,1
Gm48677,0.882351352,-0.505887605,0.015,0.011,1
Gm47849,0.882357761,0.517642165,0.01,0.014,1
Gm5475,0.882360573,0.408596099,0.01,0.014,1
ENSMUSG00000140825,0.882363765,1.084792212,0.01,0.011,1
Pygo2,0.882496977,0.269586555,0.065,0.069,1
Vcpip1,0.882548244,-0.139832927,0.117,0.105,1
Gm20621,0.882647398,-0.765648286,0.015,0.011,1
ENSMUSG00000127880,0.882716614,-0.389911857,0.04,0.033,1
Bhlhb9,0.88274089,0.128532183,0.02,0.025,1
ENSMUSG00000135841,0.882765355,0.308737902,0.027,0.033,1
Cep295,0.882828846,-0.372600208,0.04,0.033,1
ENSMUSG00000130552,0.88288942,0.652445183,0.017,0.019,1
H3c4,0.88289598,0.545120192,0.01,0.008,1
Nod1,0.882946742,0.212154545,0.057,0.055,1
A930019D19Rik,0.883036238,0.154053449,0.02,0.017,1
Commd1b,0.883102607,0.147923559,0.065,0.061,1
ENSMUSG00000138357,0.88333698,0.194109523,0.015,0.019,1
Tln1,0.883358429,0.154138596,0.174,0.18,1
Hectd2os,0.883606833,-0.39260644,0.06,0.055,1
ENSMUSG00000123118,0.883715162,0.377678221,0.022,0.028,1
Pigv,0.883774526,0.326369852,0.05,0.05,1
Rnf150,0.883777959,0.105659496,0.065,0.061,1
ENSMUSG00000142188,0.883798989,1.0003162,0.01,0.011,1
ENSMUSG00000142282,0.883959558,0.211173399,0.015,0.019,1
Tyw5,0.883960402,0.636055148,0.017,0.022,1
Lyz1,0.883961381,0.172984495,0.102,0.105,1
Spata1,0.884030195,0.201061988,0.087,0.089,1
Gm15345,0.884073362,0.337828217,0.037,0.044,1
Gm48163,0.884160232,0.377423285,0.012,0.017,1
Dcp1a,0.884427735,-0.117335305,0.084,0.083,1
Gm10392,0.884476937,-0.178562474,0.015,0.011,1
Myo3a,0.884511142,-0.148276345,0.015,0.011,1
4933433G19Rik,0.884650931,0.314642625,0.012,0.017,1
Jph1,0.884654173,-0.796458738,0.017,0.014,1
ENSMUSG00000130750,0.884657294,-0.427157773,0.017,0.019,1
Fam174c,0.884683576,0.135580182,0.146,0.158,1
Zfp212,0.884761089,0.106482231,0.097,0.097,1
Erich1,0.88485074,0.24454118,0.065,0.066,1
Gm50139,0.884902819,0.304349409,0.012,0.017,1
Gm45805,0.885144091,0.414562947,0.03,0.036,1
Gm13393,0.885246735,-0.947585719,0.01,0.008,1
Clspn,0.885290707,0.366306398,0.012,0.017,1
Gm56911,0.885294805,-0.870734244,0.02,0.017,1
Ptcd3,0.885453109,0.554194092,0.035,0.042,1
Gm57349,0.88550343,0.280426312,0.012,0.017,1
4933416M07Rik,0.88559446,0.475092435,0.04,0.042,1
Inka1,0.885626892,0.680157191,0.01,0.008,1
ENSMUSG00000134078,0.88564212,0.307995186,0.012,0.017,1
Gm49463,0.885668172,0.226209679,0.02,0.025,1
ENSMUSG00000131967,0.885686902,-0.364146349,0.017,0.014,1
Zfp964,0.885835346,-1.161306112,0.01,0.008,1
Arl10,0.885943168,-0.120572709,0.027,0.022,1
Slc29a4,0.885971813,-0.652625093,0.015,0.014,1
Thbs2,0.886098121,-0.636809293,0.015,0.011,1
Nudcd1,0.886126746,0.38965244,0.025,0.03,1
Ckap2l,0.886211582,-0.276072924,0.027,0.022,1
ENSMUSG00000141813,0.886298147,0.332953275,0.032,0.039,1
Gm45842,0.886374143,0.328405158,0.012,0.017,1
Gm47271,0.886429056,-0.501390861,0.01,0.011,1
ENSMUSG00000134930,0.886443388,0.540592599,0.025,0.03,1
Mcfd2,0.886832547,0.244538598,0.062,0.069,1
Ncoa6,0.886877626,-0.274623248,0.141,0.136,1
Gm19345,0.886905534,0.500152089,0.015,0.019,1
Gm49041,0.88695978,-0.179667474,0.084,0.075,1
ENSMUSG00000126831,0.887091475,0.645062397,0.03,0.036,1
ENSMUSG00000129939,0.88726079,1.038252214,0.012,0.014,1
ENSMUSG00000136432,0.887335705,0.6196178,0.012,0.017,1
ENSMUSG00000140710,0.887385633,0.679848558,0.01,0.008,1
ENSMUSG00000134426,0.887386907,0.647322944,0.012,0.017,1
Gm32209,0.887439683,0.383929798,0.012,0.011,1
Trmo,0.887451657,-0.312092327,0.015,0.011,1
Zscan26,0.887499344,0.530150339,0.027,0.033,1
Gm50100,0.887509771,0.363957515,0.015,0.019,1
Srd5a3,0.887540321,-0.204332965,0.042,0.036,1
Ulk3,0.88756765,0.562545552,0.012,0.017,1
Atad3aos,0.887584524,0.38838541,0.012,0.017,1
Gm12841,0.88759443,0.356361475,0.032,0.039,1
Cped1,0.887649886,-0.166644295,0.06,0.058,1
Tars3,0.887747645,0.407340636,0.022,0.028,1
Zfp532,0.887848325,0.175983475,0.047,0.047,1
1700054A03Rik,0.887857159,0.558390656,0.012,0.017,1
Gm17484,0.88795734,0.442494573,0.037,0.036,1
Dhx58os,0.887999956,-0.119208549,0.015,0.011,1
Gm43560,0.888180662,0.397441156,0.012,0.017,1
Gm41750,0.888335984,0.111934789,0.119,0.13,1
Hrc,0.888460429,0.573686081,0.022,0.022,1
Tubg2,0.888583007,-0.730343922,0.017,0.014,1
Gm3948,0.888840511,-0.511024509,0.015,0.011,1
Zfp764l1,0.888852693,-1.21761396,0.01,0.008,1
Gm56596,0.889004953,-0.675671021,0.022,0.019,1
Gm16043,0.889050091,-0.121746889,0.015,0.011,1
6030468B19Rik,0.889092915,-0.355972601,0.015,0.011,1
Tnfsf13b,0.88909306,1.429873463,0.01,0.011,1
A730011C13Rik,0.889110354,0.139636783,0.017,0.014,1
Gm16675,0.889497076,0.908498727,0.012,0.014,1
ENSMUSG00000130758,0.889502932,-0.287336765,0.072,0.064,1
Adap1,0.889567025,-0.153160329,0.042,0.036,1
Tmem150a,0.889586121,0.386720666,0.03,0.036,1
Epm2aip1,0.889948024,0.848479058,0.02,0.022,1
C330018D20Rik,0.890062817,-0.357715865,0.027,0.022,1
Ints15,0.890094065,-0.610580602,0.047,0.044,1
Zfp141,0.890497862,-0.971835022,0.015,0.014,1
Gm9530,0.890514203,-0.150727889,0.072,0.064,1
Gm50230,0.890528619,-0.650589196,0.027,0.022,1
Gm13483,0.890638328,-1.261003389,0.012,0.011,1
Pgap1,0.890711021,0.433573776,0.017,0.022,1
ENSMUSG00000134649,0.890770889,-0.330589165,0.027,0.022,1
Lss,0.890809088,0.302031566,0.087,0.086,1
4930519L02Rik,0.890879011,-0.210517583,0.05,0.044,1
Rexo5,0.890933371,0.644652984,0.015,0.019,1
Gm15567,0.890985886,-0.147757764,0.02,0.025,1
ENSMUSG00000133615,0.891053623,-0.274929349,0.015,0.011,1
ENSMUSG00000139108,0.891100079,0.703800412,0.01,0.008,1
Gm41409,0.891102179,-0.547065954,0.015,0.011,1
Apom,0.891151943,-0.227993667,0.017,0.019,1
Gm10638,0.891164645,0.563845943,0.02,0.019,1
ENSMUSG00000122126,0.89119807,0.26152025,0.015,0.019,1
Bcas1os2,0.891253519,-0.242794064,0.015,0.011,1
Cd53,0.891301887,-0.375167311,0.035,0.03,1
Fras1,0.891392703,0.655690226,0.015,0.017,1
Gsdmc4,0.891464483,0.470852553,0.015,0.019,1
Frat1,0.891589558,-0.467005333,0.02,0.017,1
Rai2,0.891711484,0.351256351,0.045,0.05,1
Bloc1s6os,0.891715834,-0.336781379,0.027,0.022,1
Gbp2,0.891851976,0.70071114,0.015,0.017,1
ENSMUSG00000135611,0.89185686,0.50164688,0.017,0.017,1
Kcnu1,0.891865095,0.216429629,0.025,0.03,1
9630014M24Rik,0.891899242,-0.339850646,0.02,0.022,1
Olfm1,0.891918907,-0.433605007,0.015,0.011,1
4930527F14Rik,0.892103246,0.438053842,0.025,0.03,1
Gm48236,0.892303487,0.313819598,0.02,0.025,1
ENSMUSG00000128129,0.892395963,0.408331558,0.012,0.011,1
ENSMUSG00000135131,0.892543825,0.137874236,0.017,0.014,1
Flrt3,0.892633865,0.152892768,0.017,0.022,1
Tmem203,0.892713409,0.107836611,0.03,0.025,1
Gm26728,0.89275887,-0.518561436,0.017,0.014,1
Bzw2,0.892790301,0.250840445,0.067,0.066,1
Commd5,0.892857055,-1.112723997,0.012,0.011,1
Gm43838,0.89302351,0.17564521,0.097,0.094,1
Cd300ld,0.893029832,-1.089289382,0.01,0.008,1
Glt28d2,0.893117119,-0.267472532,0.04,0.033,1
Gtf2ird2,0.893120116,-0.245210759,0.04,0.033,1
Gm37571,0.893181571,-0.653616922,0.015,0.014,1
Fahd1,0.893337263,-0.313023818,0.027,0.022,1
Gm50399,0.893758205,0.191729559,0.069,0.078,1
Wrnip1,0.893852178,0.125267364,0.045,0.042,1
Sp4,0.893900614,-0.183286103,0.017,0.019,1
1700056E22Rik,0.893988628,0.155112753,0.025,0.022,1
Ing2,0.894021464,0.361667301,0.112,0.122,1
ENSMUSG00000136569,0.894075035,-0.665655059,0.015,0.011,1
Celsr2,0.894161743,0.425121659,0.03,0.033,1
Evc2,0.894544144,0.66421052,0.02,0.022,1
Tatdn1,0.894550592,-0.298243668,0.089,0.08,1
ENSMUSG00000130013,0.894639642,-0.310472642,0.032,0.033,1
ENSMUSG00000126751,0.894646065,0.588723223,0.01,0.008,1
Crlf2,0.894698469,-0.385512373,0.017,0.014,1
ENSMUSG00000141757,0.894830105,0.573559087,0.01,0.008,1
Abhd5,0.894874381,-0.265547027,0.055,0.047,1
Csgalnact2,0.894884309,-0.221884727,0.05,0.047,1
Zfp469,0.894946993,0.498953246,0.027,0.025,1
ENSMUSG00000130632,0.894949734,-0.461592243,0.015,0.011,1
Fzd7,0.895310878,0.775919783,0.017,0.017,1
ENSMUSG00000127251,0.895416348,-0.163137477,0.045,0.039,1
Adar,0.895485731,-0.127593584,0.109,0.1,1
4930588G17Rik,0.895536974,-0.178810935,0.037,0.042,1
Cyp3a57,0.895567169,-0.407954116,0.015,0.011,1
Klc2,0.895582306,0.269738551,0.089,0.083,1
ENSMUSG00000140159,0.89570497,-0.569896912,0.01,0.011,1
Poglut2,0.895772202,-0.967985741,0.01,0.008,1
Tcf21,0.89577629,0.271089412,0.025,0.022,1
Noc2l,0.895780081,0.148129222,0.099,0.102,1
Matcap1,0.895798501,0.720571229,0.01,0.008,1
Lingo2,0.895817802,-0.658523088,0.012,0.011,1
Gm57422,0.895836547,-0.686043694,0.03,0.025,1
ENSMUSG00000124997,0.895845417,0.169606828,0.057,0.064,1
Vsig8,0.895951106,0.380563429,0.03,0.028,1
Gm26679,0.895968544,-0.200892357,0.017,0.019,1
Neto2,0.896001772,0.375304085,0.025,0.022,1
ENSMUSG00000132261,0.896136698,0.524048751,0.035,0.039,1
Gtf3c5,0.896168871,-0.256706909,0.117,0.111,1
Fndc10,0.896181492,-0.485827793,0.015,0.011,1
Trim34a,0.896417882,-0.660118554,0.015,0.011,1
ENSMUSG00000129920,0.896834077,-0.124575795,0.015,0.011,1
Slc10a7,0.896928843,0.197145438,0.151,0.163,1
Zfp263,0.89712035,-0.12840091,0.04,0.036,1
ENSMUSG00000140911,0.897146023,-0.44703197,0.015,0.011,1
9830132P13Rik,0.897170713,0.511100014,0.017,0.019,1
1110059G10Rik,0.897177196,0.269426943,0.047,0.047,1
Lmod3,0.897200419,-0.571146956,0.01,0.011,1
Smim13,0.8973633,0.307135486,0.055,0.058,1
Syt12,0.897448476,-0.267544282,0.015,0.011,1
Wdfy4,0.897472867,-0.391842914,0.015,0.011,1
Atp10b,0.89748481,0.438285625,0.04,0.042,1
ENSMUSG00000130865,0.897564019,-0.881617182,0.01,0.008,1
ENSMUSG00000140126,0.897580377,0.121647487,0.015,0.011,1
Gm15657,0.89770071,0.413659047,0.02,0.019,1
ENSMUSG00000135467,0.897727901,0.426156057,0.025,0.025,1
C430014B12Rik,0.897764634,-0.643365157,0.012,0.011,1
ENSMUSG00000143665,0.897787651,0.572099395,0.01,0.008,1
ENSMUSG00000135566,0.897838309,-0.293812118,0.015,0.011,1
ENSMUSG00000133012,0.89790157,0.563935453,0.017,0.017,1
ENSMUSG00000138710,0.897922797,-0.517027843,0.015,0.011,1
Calcoco2,0.897923473,0.139511764,0.065,0.072,1
ENSMUSG00000132643,0.898039916,-0.347972435,0.015,0.011,1
Ppp2r5d,0.8980697,0.221298091,0.079,0.089,1
Rep15,0.898156245,-0.31828509,0.015,0.011,1
Gm17949,0.898182635,-0.427884359,0.015,0.011,1
Brd3os,0.898257786,0.358183266,0.035,0.033,1
Gm57390,0.898267166,-0.600383512,0.017,0.014,1
Tsbp1,0.898313547,-0.11437035,0.107,0.097,1
Lgi4,0.898539194,0.216971468,0.04,0.036,1
Adh6a,0.89892283,-0.915034735,0.01,0.011,1
Washc4,0.898974156,0.233018355,0.089,0.089,1
Gm56670,0.898980236,0.35956251,0.01,0.008,1
Kmo,0.899147195,0.384118998,0.01,0.008,1
Cenpa,0.899316712,-0.47355514,0.025,0.022,1
9430015G10Rik,0.899376651,0.149911353,0.017,0.014,1
Hvcn1,0.899460453,-0.396051385,0.027,0.022,1
Lig4,0.899635768,0.422308137,0.017,0.017,1
ENSMUSG00000127096,0.899769221,-0.91648961,0.01,0.008,1
ENSMUSG00000126051,0.899943106,-0.521208239,0.022,0.022,1
Mc5r,0.900148313,-0.304925296,0.027,0.022,1
E130018N17Rik,0.90043939,-0.855459163,0.01,0.008,1
1110046J04Rik,0.900510218,-0.414479089,0.027,0.022,1
Rps18-ps6,0.900557837,-0.864120676,0.012,0.011,1
9630028I04Rik,0.90061977,0.113235784,0.077,0.086,1
Kcnj2,0.900754185,-0.25046084,0.027,0.022,1
Prss27,0.900764293,-0.670976035,0.017,0.014,1
Gm11734,0.900788347,-0.713929229,0.02,0.019,1
Mm2pr,0.900807807,0.357770885,0.02,0.019,1
Ocrl,0.900998452,-0.302659397,0.055,0.058,1
Gm2087,0.901035571,-0.286421806,0.027,0.022,1
Dtd2,0.901087495,-0.426101126,0.027,0.022,1
Zswim9,0.90124537,-0.529772393,0.017,0.014,1
ENSMUSG00000129257,0.901377989,0.271662064,0.037,0.042,1
Xrcc6,0.901602499,0.375611706,0.052,0.053,1
ENSMUSG00000138233,0.901683609,-0.902606007,0.012,0.011,1
ENSMUSG00000123008,0.901707327,0.478013433,0.01,0.008,1
Tmem168,0.901771146,0.2547398,0.042,0.039,1
ENSMUSG00000127021,0.901900689,-0.476347246,0.01,0.011,1
Rexo1,0.901984052,-0.24272944,0.104,0.1,1
Dusp19,0.902118498,-0.357928037,0.04,0.039,1
Coch,0.902312856,0.558393545,0.012,0.011,1
C1qtnf9,0.902632704,0.146457117,0.05,0.055,1
Ubash3b,0.902632902,-0.69992759,0.017,0.014,1
Gm12207,0.902900184,1.056641202,0.01,0.011,1
Bmp2,0.902960001,0.864676862,0.01,0.011,1
Ccdc28a,0.903059505,0.176227647,0.06,0.053,1
Gm5441,0.903144311,0.669856146,0.017,0.019,1
Gm49322,0.903145954,-0.814180978,0.017,0.017,1
Dydc1,0.903174412,0.246806214,0.087,0.089,1
4930471C04Rik,0.903282555,0.385625262,0.01,0.008,1
Gm15619,0.903369019,0.756996757,0.01,0.011,1
Dis3l,0.903437339,0.229368954,0.067,0.075,1
Zer1,0.90358661,0.425251154,0.035,0.03,1
Alg3,0.903631715,0.160094153,0.057,0.053,1
ENSMUSG00000132088,0.903652947,0.412485191,0.01,0.008,1
Slc7a9,0.904081091,-0.295018374,0.037,0.036,1
ENSMUSG00000141303,0.904209179,0.251543977,0.01,0.011,1
Alg12,0.9043002,-0.141227988,0.025,0.028,1
Guf1,0.904347536,0.290800728,0.03,0.033,1
Zfp420,0.904415084,-0.463380462,0.01,0.011,1
ENSMUSG00000129185,0.904649634,-0.440430691,0.032,0.028,1
Gm12536,0.904702063,-0.359833411,0.032,0.028,1
ENSMUSG00000138619,0.904814342,0.29303551,0.047,0.053,1
ENSMUSG00000125211,0.904914457,-0.346132758,0.012,0.014,1
9330179D12Rik,0.905001915,-0.616393221,0.03,0.028,1
Art1,0.905164121,-0.483741113,0.01,0.011,1
ENSMUSG00000140379,0.905203813,0.767537663,0.01,0.008,1
ENSMUSG00000135255,0.905247165,-0.320025459,0.03,0.025,1
ENSMUSG00000123343,0.905257729,-0.968759127,0.012,0.011,1
Ube2l6,0.905272621,0.168233709,0.05,0.044,1
Adamtsl3,0.905334689,0.483914429,0.015,0.014,1
ENSMUSG00000141037,0.905365827,0.320210401,0.015,0.014,1
Rtkn2,0.905449673,-0.61663077,0.017,0.014,1
ENSMUSG00000138889,0.905524106,0.523293493,0.035,0.039,1
Smim24,0.905947553,-0.593916994,0.03,0.028,1
ENSMUSG00000139030,0.905978756,0.809420496,0.015,0.017,1
Gm5432,0.906030761,-0.17047337,0.042,0.036,1
Mks1,0.906074908,0.206466636,0.069,0.069,1
Wfdc17,0.906132202,0.344749394,0.025,0.025,1
ENSMUSG00000126716,0.906140691,-0.399831934,0.01,0.011,1
ENSMUSG00000126270,0.906303208,0.298184983,0.027,0.03,1
ENSMUSG00000128815,0.906304866,-0.571832632,0.015,0.014,1
Kif5a,0.90645548,-0.618510421,0.022,0.022,1
ENSMUSG00000143980,0.906576831,0.59796429,0.012,0.014,1
Phka1,0.906790262,-0.274201157,0.042,0.039,1
ENSMUSG00000129158,0.906861279,-0.242329801,0.057,0.05,1
Gm57272,0.907014626,0.117403705,0.02,0.017,1
